% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.087383061e+03 +1.087383061e+03 +9.806109642e+02 +9.806109642e+02 -5.4971e+00 -7.4928e-01 -3.4211e+00 +5.0454e+00 +7.5592e+00 -2.5088e+00 +1.3959e+00 -4.5299e+00 +4.2440e+00 +4.7169e+00
2 +9.046439474e+02 +9.046439474e+02 +1.059282302e+03 +9.806109642e+02 -3.2890e+00 -3.4995e+00 +4.5441e+00 +1.9566e-01 +1.8223e+00 +2.3733e+00 +6.8469e+00 +4.8961e+00 +2.1378e-02 +1.4898e+00
4 +4.539355638e+02 +4.539355638e+02 +5.774827615e+02 +5.774827615e+02 +1.7837e+00 -5.8573e+00 +5.1670e+00 -1.9611e+00 +1.1031e+00 +1.6789e+00 +1.3775e-01 +5.7147e+00 +1.5281e+00 +7.1292e-01
5 +1.011997916e+02 +1.011997916e+02 +8.678781286e+01 +8.678781286e+01 -1.7186e-01 +1.4830e+00 -1.4338e+00 -2.4276e+00 +2.2078e+00 -5.8901e+00 +2.7861e+00 +7.4631e-01 +9.7372e-01 -1.1542e+00
11 +8.052078110e+01 +8.052078110e+01 +4.159414271e+01 +4.159414271e+01 +3.6459e+00 +3.3287e-01 -2.7877e+00 -2.9006e+00 +3.4339e+00 +1.7916e-02 -4.8901e-02 -2.6235e+00 +2.2638e+00 +5.5624e+00
47 +3.298811113e+01 +3.298811113e+01 +1.942186427e+01 -1.443494191e+01 +2.6439e+00 -3.0777e+00 +7.7328e-01 -1.1626e+00 -8.1967e-02 -3.8154e+00 +4.9691e+00 +6.3229e-01 +4.3509e+00 -3.1076e+00
106 +2.199845421e+01 +2.199845421e+01 -5.797658092e+00 -1.443494191e+01 +7.9045e-01 +3.2513e+00 -3.3117e+00 +4.7305e+00 -3.7705e+00 -2.7924e+00 +1.5922e+00 +1.3406e+00 +4.9717e+00 -4.5472e+00
140 +1.131012261e+01 +1.131012261e+01 +1.092950629e+00 -1.443494191e+01 +4.8273e+00 +4.2152e+00 -3.0344e+00 +2.5161e+00 -7.5668e-01 -3.2535e+00 +3.2725e+00 -4.8660e-01 -3.9692e+00 -1.4642e+00
2241 +9.934991923e+00 +9.934991923e+00 -1.056634901e+01 -1.520635426e+01 +3.5161e+00 +8.9988e-01 -4.9478e+00 -2.3646e+00 +1.0186e+00 -4.3223e+00 +7.3592e-01 -3.4058e+00 -2.5229e+00 -4.6508e+00
10477 +6.044022306e+00 +6.044022306e+00 -8.025205112e+00 -1.531261569e+01 +3.4990e+00 +3.7664e+00 -3.5155e+00 +2.6495e+00 +3.4702e+00 -8.8050e-01 +2.7183e+00 -1.8940e+00 -1.7528e+00 -4.8219e+00
73988 +3.660017964e+00 +3.660017964e+00 -3.081813777e+00 -1.651910972e+01 +3.6316e+00 +1.9467e+00 -7.1641e-01 +1.3073e+00 +1.3601e-02 -2.5618e+00 +3.1549e+00 -4.8392e+00 +8.5087e-01 -6.8863e-01
229252 +1.671335805e+00 +1.671335805e+00 -9.918449705e+00 -1.678598900e+01 +2.7134e+00 +2.7649e+00 -2.2682e+00 +8.7943e-01 +1.8565e+00 -2.3272e+00 +3.0596e+00 -2.1189e+00 -6.0357e-01 -1.7170e+00
743243 +9.918987746e-01 +9.918987746e-01 -1.507119043e+01 -1.684709429e+01 +3.6939e+00 +2.6532e+00 -1.7661e+00 +1.7776e+00 +1.8874e+00 -1.3825e+00 +3.2889e+00 -2.5150e+00 -6.6643e-01 -1.6327e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.912322269e+03 +1.912322269e+03 +1.959242378e+03 +1.959242378e+03 -6.1925e+00 +5.9652e-02 -1.0799e+00 -1.5428e+00 -6.5870e+00 +2.5330e+00 +2.8245e+00 +8.8280e+00 -4.4477e+00 +1.5724e+00
2 +1.328510527e+03 +1.328510527e+03 +1.324350980e+03 +1.324350980e+03 -6.1040e-01 -1.9324e+00 +1.6220e+00 +4.9364e+00 +1.1212e+00 +5.1525e+00 -2.3464e+00 -1.9013e+00 -8.5035e+00 -2.2445e+00
6 +4.709480857e+02 +4.709480857e+02 +5.821670099e+02 +5.821670099e+02 -1.8458e+00 -4.3226e+00 -3.6938e+00 -3.6872e+00 -6.8993e+00 -5.2544e+00 -4.1105e+00 +5.5309e+00 +5.8016e-01 -2.0763e+00
14 +4.598360722e+01 +4.598360722e+01 +8.749212069e+01 +8.749212069e+01 -1.1985e+00 -5.4888e+00 +9.1860e-01 +8.0082e-01 -5.1161e-01 -5.0240e+00 -1.0273e+00 -8.3809e-01 -9.7353e-01 -1.6537e+00
53 +1.852883048e+01 +1.852883048e+01 +4.594892371e+01 +2.657961549e+01 -1.3791e+00 -3.0436e+00 +6.4774e-01 -4.4877e-01 -2.1861e-01 +4.7034e+00 -1.7377e+00 +1.2708e+00 -5.1914e-01 -9.0252e-01
102 +1.233649764e+01 +1.233649764e+01 +3.088132311e+01 +2.155912961e+01 +4.2165e+00 -2.4714e+00 -5.1898e-01 -1.7776e+00 +4.6682e+00 +3.2987e+00 -4.1492e+00 -2.7157e-02 -3.6062e+00 +3.3394e+00
107 +6.404493105e+00 +6.404493105e+00 +3.957724268e+01 +2.155912961e+01 -1.0672e+00 -2.5975e+00 +2.5072e-01 -6.1417e-02 -2.4432e-01 -4.9950e+00 +4.7309e+00 -9.2384e-01 +2.0148e+00 +4.1614e+00
150 +4.632269463e+00 +4.632269463e+00 +1.998747375e+01 +1.971834446e+01 +1.6789e+00 +1.7471e+00 -2.3151e+00 -2.6945e+00 +1.5306e+00 -2.2365e+00 +1.1864e+00 +1.1099e+00 +3.5255e-01 +2.2432e+00
41525 +3.566573848e+00 +3.566573848e+00 +3.514427369e+01 +1.907895771e+01 -3.1227e+00 -1.8579e+00 -9.7893e-01 -3.4861e-01 +9.5773e-01 -3.9962e+00 +5.9063e-01 -1.5746e+00 -3.8269e-01 +3.4018e+00
853404 +2.446230454e+00 +2.446230454e+00 +2.180249374e+01 +1.893695434e+01 -7.9533e-01 +2.2489e-01 -1.1845e+00 +7.8259e-01 +1.8166e+00 -3.8761e+00 -7.6702e-01 +5.0460e-01 +8.1354e-01 +1.9731e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.279331047e+02 +3.279331047e+02 +5.905599549e+02 +5.905599549e+02 +1.6097e+00 +3.8028e+00 -6.3209e-01 -6.7442e+00 +3.8259e-01 -4.7618e+00 +2.5015e+00 +2.1597e+00 -1.3451e+00 -5.0485e-01
5 +5.491701481e+01 +5.491701481e+01 +3.300228634e+02 +3.300228634e+02 +4.2292e+00 +2.1198e+00 +1.4747e+00 +4.0135e+00 -4.7793e+00 -3.0996e+00 -1.1350e+00 +3.3450e+00 +1.0427e+00 -1.0540e+00
45 +3.878950558e+01 +3.878950558e+01 +2.924102036e+02 +2.924102036e+02 +1.0752e+00 -9.3401e-01 -1.3938e+00 -4.9132e+00 -2.3398e-01 +5.0556e-01 +1.1784e+00 -1.3721e+00 -2.0145e+00 -1.4136e+00
62 +2.146523634e+01 +2.146523634e+01 +2.909638951e+02 +2.909638951e+02 +1.5870e+00 +2.7418e+00 -1.2231e+00 +3.9929e+00 +4.4755e-01 -1.6149e-01 -2.2753e+00 +3.9931e+00 -1.7119e+00 +2.9633e+00
108 +9.921477503e+00 +9.921477503e+00 +2.796145512e+02 +2.765551927e+02 -2.7992e+00 +6.4866e-01 +2.0585e+00 -9.6990e-01 -4.2821e-01 -3.2775e+00 +3.5405e-01 -2.5984e+00 -3.7336e+00 +2.3598e+00
44506 +4.950115828e+00 +4.950115828e+00 +2.939724387e+02 +2.734468886e+02 -2.7630e+00 +2.8418e+00 -2.3908e+00 -1.8962e-01 +2.8825e-01 -5.0257e+00 -6.5422e-02 -4.0705e+00 -2.7260e-01 +1.5495e+00
45650 +3.934809752e+00 +3.934809752e+00 +2.786559377e+02 +2.734468886e+02 -8.0381e-01 +2.6751e+00 -2.0284e+00 +1.5958e-01 +2.6936e+00 -1.7123e+00 -1.2613e+00 -2.6228e+00 -2.7524e+00 +3.0135e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.274458505e+03 +2.274458505e+03 +2.451363701e+03 +2.451363701e+03 +4.1968e+00 +2.6284e+00 -4.1522e+00 -1.8663e+00 -2.5797e+00 +9.3924e+00 +4.7052e+00 +1.9744e+00 +7.9719e-01 -3.3589e-01
2 +1.967407144e+02 +1.967407144e+02 +6.648121127e+02 +6.648121127e+02 +5.0978e+00 -3.2818e+00 +6.2542e+00 -4.6262e-01 +2.1062e+00 +3.3884e+00 +5.2747e+00 -2.9872e-01 -3.6378e-01 -7.5489e-01
16 +1.137892126e+02 +1.137892126e+02 +6.791584665e+02 +2.508984137e+02 +3.1010e-01 +1.6466e+00 -1.2742e-01 +6.6596e-01 -9.3667e-01 +5.2901e+00 -1.8081e-02 +2.0924e+00 +2.6911e+00 +4.0522e+00
41 +7.191838487e+01 +7.191838487e+01 +7.320553110e+01 +7.320553110e+01 +4.3811e+00 -9.1886e-01 -3.5029e+00 -1.7850e+00 -1.6627e+00 +4.6625e+00 -3.1718e+00 +3.0480e+00 +4.4075e+00 -3.2943e+00
55 +1.251795076e+01 +1.251795076e+01 +1.001319635e+02 +7.320553110e+01 -1.1877e+00 -1.9054e+00 +4.8455e+00 +1.9831e-01 +5.5131e-01 +4.0236e-01 +5.5820e-01 -2.5154e+00 +3.3299e+00 +4.1919e+00
189 +9.913882908e+00 +9.913882908e+00 +7.759322417e+01 +4.045685020e+01 -3.4785e+00 -2.6153e+00 +2.0149e+00 +6.6443e-01 -2.4154e+00 -2.6078e+00 -2.8388e+00 -1.5949e+00 +7.5143e-01 -1.0072e+00
7982 +6.121285666e+00 +6.121285666e+00 +3.921347452e+01 +3.921347452e+01 +7.2868e-02 +4.4804e+00 +3.8194e+00 -9.5137e-01 -2.9179e+00 +2.9262e-01 +1.2413e+00 -3.1012e+00 -2.6075e+00 +4.0388e+00
97610 +3.403648298e+00 +3.403648298e+00 +4.384023437e+01 +3.734953491e+01 -3.4309e+00 +2.1622e+00 +2.6352e+00 -1.1146e-02 -4.6559e+00 +1.8431e-01 +8.3288e-01 -3.1239e+00 -3.5969e+00 +2.7450e+00
874712 +2.381202999e+00 +2.381202999e+00 +4.623100967e+01 +3.734953491e+01 -2.4933e+00 +2.5763e+00 +1.9647e+00 +1.8749e+00 -3.4732e+00 -1.1543e+00 +1.6128e-01 -2.9190e+00 -1.4563e+00 +1.5111e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.078853420e+03 +2.078853420e+03 +1.925377001e+03 +1.925377001e+03 +1.9668e+00 +6.4904e+00 +3.8971e-01 -1.0174e+00 +4.0584e+00 +5.4828e+00 +7.1810e-02 +5.5429e+00 +3.9626e+00 -9.2140e+00
3 +1.425408376e+03 +1.425408376e+03 +1.305345550e+03 +1.305345550e+03 -4.8786e+00 +8.4861e+00 +4.8495e+00 +3.5642e-01 -1.7224e+00 +6.2110e+00 -3.3787e+00 +4.7422e+00 -3.7005e+00 -3.5049e+00
4 +3.252596678e+01 +3.252596678e+01 -1.155799839e+02 -1.155799839e+02 +2.2899e+00 -4.4060e+00 -2.7347e+00 -4.9785e+00 -3.9060e+00 +1.7845e+00 -3.9027e+00 +1.8551e+00 +3.8022e+00 -4.9431e+00
16 +1.645999479e+01 +1.645999479e+01 -1.381294459e+02 -1.381294459e+02 -2.4797e+00 -1.3566e+00 -3.9030e+00 -1.4015e+00 -3.0870e+00 -2.9230e+00 +5.0270e+00 -1.9124e+00 -3.0133e+00 +2.2584e+00
75 +7.601059414e+00 +7.601059414e+00 -1.399257480e+02 -1.409218243e+02 -2.9873e+00 +2.4930e+00 -2.0704e+00 +1.4300e+00 -7.4297e-01 +1.7450e+00 +4.9609e-01 +3.0222e-01 -3.4470e-01 +1.3168e-01
