% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.772859935e+03 +2.772859935e+03 +3.563027281e+03 +3.563027281e+03 +7.6151e+00 +8.2714e+00 +1.3188e+00 +8.7026e-02 +3.8415e+00 -1.2317e+00 -7.5222e+00 -4.3324e+00 -2.5937e+00 -2.8592e-01
4 +2.161885060e+03 +2.161885060e+03 +2.007233544e+03 +2.007233544e+03 +4.1541e+00 -6.7302e+00 +1.0057e+00 -1.1881e+00 -7.6311e+00 -7.7219e+00 -5.9567e+00 +5.7459e+00 +3.0642e+00 -1.5362e+00
5 +9.757702415e+02 +9.757702415e+02 +1.155374917e+03 +1.155374917e+03 +1.6382e+00 +7.9665e+00 +3.1475e+00 +1.8690e+00 -2.1155e+00 +1.6278e+00 +1.1706e+00 +2.0594e+00 +8.9658e-01 +1.5878e+00
6 +3.173766759e+02 +3.173766759e+02 +2.307294287e+02 +2.307294287e+02 +4.4971e+00 +5.8512e-01 +5.9523e+00 -1.1617e+00 -3.2915e+00 +1.4906e+00 +5.8093e+00 +2.9571e+00 +1.7130e+00 -3.2407e+00
14 +9.995837329e+00 +9.995837329e+00 -4.713177026e+01 -4.713177026e+01 -3.7801e+00 +1.9353e+00 +1.2461e+00 -3.5859e+00 +1.1414e+00 +4.7250e+00 -4.7068e+00 -3.5072e+00 +2.4995e+00 -2.0084e+00
17751 +5.512064257e+00 +5.512064257e+00 -5.065846592e+01 -5.179110675e+01 -1.2669e+00 -1.9056e+00 +2.5213e+00 -3.4335e+00 -3.1487e+00 +4.5325e+00 -4.2327e+00 +2.6740e+00 +3.2869e+00 -2.9686e-01
32318 +3.117584917e+00 +3.117584917e+00 -5.077961361e+01 -5.200759568e+01 +9.6767e-01 -1.1477e+00 +2.3532e+00 -2.0614e+00 -1.6297e+00 +3.9238e+00 -4.3620e+00 +1.1672e+00 +3.7452e+00 +6.9301e-02
94246 +2.511816998e+00 +2.511816998e+00 -4.856094725e+01 -5.211888477e+01 -1.9585e-01 -9.6638e-01 +2.8005e+00 -1.5232e+00 -1.0724e+00 +4.8463e+00 -3.4703e+00 -1.0876e+00 +2.4826e+00 -1.3334e-01
134114 +1.235420491e+00 +1.235420491e+00 -5.144793200e+01 -5.219652696e+01 -3.1133e-01 -2.0728e+00 +2.7528e+00 -2.2213e+00 -2.1084e+00 +4.3146e+00 -3.9321e+00 +4.9050e-01 +2.1257e+00 -1.1843e+00
290009 +6.754935955e-01 +6.754935955e-01 -5.173582508e+01 -5.226396674e+01 -1.3584e+00 -1.0670e+00 +2.5889e+00 -2.6013e+00 -1.8477e+00 +3.4170e+00 -3.8678e+00 +4.1701e-01 +2.8312e+00 -2.2659e+00
